AGE,SEX,Lap Belt,Shoulder Belt,Car Seat,Fatal,Serious Injury+,Light Injury+,Minor Injury+,Front Seat,Ejected,Thrown,Year
3,1,0,0,0,1,1,1,1,0,0,0,1977
2,2,0,0,0,0,0,1,1,1,0,0,1977
3,2,0,0,0,0,0,1,1,0,0,0,1977
5,2,0,0,0,0,0,0,0,1,0,0,1977
4,2,0,0,0,0,0,0,0,1,0,0,1977
5,1,0,0,0,1,1,1,1,1,0,0,1977
5,1,0,0,0,0,1,1,1,1,1,1,1977
5,1,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,0,0,0,0,0,0,1977
2,1,0,0,0,0,0,0,0,1,0,0,1977
4,1,0,0,0,1,1,1,1,0,0,0,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
6,2,0,0,0,0,1,1,1,0,1,1,1977
4,2,0,0,0,0,1,1,1,0,0,0,1977
3,1,0,0,0,0,1,1,1,1,0,0,1977
3,1,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,0,0,1,1,0,0,0,1977
2,2,0,0,0,0,0,0,0,0,0,0,1977
3,2,0,0,0,1,1,1,1,0,0,0,1977
5,1,0,0,0,0,1,1,1,0,0,0,1977
3,1,0,0,0,0,1,1,1,1,0,0,1977
2,1,0,0,0,1,1,1,1,0,0,0,1977
2,1,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,1,1,1,1,0,1,1,1977
5,2,0,0,0,1,1,1,1,0,1,1,1977
4,2,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
6,2,0,0,0,1,1,1,1,1,0,0,1977
6,2,0,0,0,1,1,1,1,0,0,0,1977
2,1,0,0,0,0,0,1,1,0,0,0,1977
4,2,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,1,0,0,1977
2,1,0,0,0,0,0,1,1,0,0,0,1977
4,1,0,0,0,0,0,0,1,1,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
5,1,0,0,0,1,1,1,1,0,0,0,1977
2,1,0,0,0,1,1,1,1,1,0,0,1977
2,2,0,0,0,0,0,0,1,1,0,0,1977
4,2,0,0,0,0,0,1,1,1,0,0,1977
5,1,0,0,0,0,0,1,1,1,0,0,1977
2,2,0,0,0,0,0,1,1,1,0,0,1977
5,2,0,0,0,0,0,1,1,0,0,0,1977
4,1,0,0,0,0,0,0,0,0,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,1,1,1,1,1,0,0,1977
5,2,0,0,0,0,1,1,1,0,0,0,1977
4,2,0,0,0,0,1,1,1,0,0,0,1977
3,2,0,0,0,0,1,1,1,0,0,0,1977
4,2,0,0,0,1,1,1,1,0,0,0,1977
4,2,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,1,1,1,1,0,0,1977
2,1,0,0,0,1,1,1,1,0,0,0,1977
5,2,0,0,0,0,1,1,1,0,0,0,1977
5,1,0,0,0,0,0,0,0,0,0,0,1977
5,2,0,0,0,0,0,0,0,1,0,0,1977
3,1,0,0,0,0,0,0,0,1,0,0,1977
5,1,0,0,0,0,0,0,0,1,0,0,1977
3,2,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,0,0,0,0,0,0,0,1977
6,2,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,0,0,0,1,0,0,1977
6,1,0,0,0,0,0,1,1,1,0,0,1977
4,1,0,0,0,0,0,1,1,0,0,0,1977
5,2,0,0,0,0,0,0,0,1,0,0,1977
3,2,0,0,0,1,1,1,1,1,1,1,1977
5,1,0,0,0,1,1,1,1,0,1,1,1977
3,2,0,0,0,0,1,1,1,1,1,1,1977
5,2,0,0,0,0,0,1,1,0,1,1,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
5,2,0,0,0,0,0,0,0,1,0,0,1977
3,1,1,0,0,0,0,0,1,1,0,0,1977
4,2,0,0,0,0,1,1,1,1,1,1,1977
6,2,0,0,0,0,0,0,1,0,0,0,1977
6,1,0,0,0,0,0,0,1,0,0,0,1977
6,2,0,0,0,0,1,1,1,0,0,0,1977
5,1,0,0,0,0,1,1,1,0,0,0,1977
3,2,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,0,1,1,0,0,0,1977
4,2,0,0,0,0,0,0,0,0,0,0,1977
2,1,0,0,0,0,0,1,1,1,0,0,1977
4,1,0,0,0,0,0,1,1,0,0,0,1977
3,1,0,0,0,0,1,1,1,1,0,0,1977
4,1,0,0,0,0,0,0,0,1,0,0,1977
5,2,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,0,1,1,0,0,0,1977
3,2,0,0,0,0,0,1,1,0,0,0,1977
3,2,0,0,0,0,0,0,0,0,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
5,2,0,0,0,0,0,0,0,0,0,0,1977
3,2,0,0,0,0,0,0,0,0,0,0,1977
5,1,0,0,0,1,1,1,1,1,0,0,1977
3,2,0,0,0,0,1,1,1,0,0,0,1977
6,2,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,1,1,1,1,0,0,1977
3,1,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
3,1,0,0,0,0,0,0,1,0,0,0,1977
5,1,0,0,0,0,1,1,1,0,0,0,1977
5,1,0,0,0,0,1,1,1,0,0,0,1977
3,2,0,0,0,0,0,0,0,1,0,0,1977
2,2,0,0,0,0,0,0,0,1,0,0,1977
4,1,0,0,0,0,0,1,1,0,0,0,1977
2,1,0,0,0,0,0,0,0,1,0,0,1977
5,1,0,0,0,0,1,1,1,1,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,1,1,1,1,1,1,1977
3,2,0,0,0,1,1,1,1,1,0,0,1977
2,1,0,0,0,0,1,1,1,1,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
3,2,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,0,0,0,0,0,0,1977
4,2,0,0,0,0,0,0,0,0,0,0,1977
3,1,0,0,0,0,0,0,1,0,0,0,1977
2,1,0,0,0,1,1,1,1,0,0,0,1977
4,2,0,0,0,0,1,1,1,0,0,0,1977
5,2,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
5,2,0,0,0,0,1,1,1,1,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
5,2,0,0,0,0,0,0,0,1,0,0,1977
4,1,0,0,0,0,0,0,1,1,0,0,1977
5,1,0,0,0,0,0,0,1,0,0,0,1977
2,1,0,0,0,0,0,0,1,1,0,0,1977
3,1,0,0,0,0,1,1,1,0,0,0,1977
5,1,0,0,0,0,0,1,1,0,0,0,1977
6,2,0,0,0,1,1,1,1,0,1,1,1977
6,2,0,0,0,0,0,0,1,0,0,0,1977
2,1,0,0,0,0,0,0,1,0,0,0,1977
2,1,0,0,0,0,0,0,1,0,0,0,1977
3,1,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
3,2,0,0,0,1,1,1,1,1,1,1,1977
4,1,0,0,0,0,0,1,1,0,0,0,1977
6,2,0,0,0,0,1,1,1,0,0,0,1977
3,1,0,0,0,0,1,1,1,0,0,0,1977
5,2,0,0,0,0,0,0,0,0,0,0,1977
2,2,0,0,0,0,0,1,1,0,0,0,1977
4,1,0,0,0,0,1,1,1,1,0,0,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,1,1,1,1,0,0,1977
3,1,0,0,0,1,1,1,1,0,0,0,1977
6,2,0,0,0,0,0,1,1,0,0,0,1977
6,2,0,0,0,0,0,0,0,0,0,0,1977
4,2,0,0,0,0,0,0,0,0,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,0,0,0,0,0,0,1977
5,1,0,0,0,1,1,1,1,0,1,1,1977
5,1,0,0,0,1,1,1,1,1,0,0,1977
6,2,0,0,0,0,1,1,1,1,0,0,1977
5,2,0,0,0,0,0,0,1,0,0,0,1977
6,1,0,0,0,0,0,1,1,0,0,0,1977
5,2,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,0,0,0,1,0,0,0,1977
5,2,0,0,0,0,0,0,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,1,0,0,1977
6,1,0,0,0,0,0,0,0,0,0,0,1977
4,2,0,0,0,0,1,1,1,0,0,0,1977
4,2,0,0,0,0,0,0,0,0,0,0,1977
2,2,0,0,0,0,0,0,0,1,0,0,1977
5,1,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,0,0,0,0,1,0,0,1977
5,2,0,0,0,1,1,1,1,1,1,1,1977
2,1,0,0,0,0,1,1,1,1,0,0,1977
3,2,0,0,0,0,0,0,1,1,0,0,1977
5,2,0,0,0,0,1,1,1,1,0,0,1977
6,1,0,0,0,1,1,1,1,0,0,0,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,0,0,1,1,0,0,0,1977
5,2,0,0,0,0,0,1,1,0,0,0,1977
3,1,0,0,0,1,1,1,1,1,0,0,1977
2,1,0,0,0,1,1,1,1,0,1,1,1977
6,2,0,0,0,0,0,0,1,0,0,0,1977
5,1,0,0,0,1,1,1,1,0,0,0,1977
2,2,0,0,0,1,1,1,1,1,0,0,1977
3,2,0,0,0,0,0,0,0,0,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
5,1,0,0,0,0,0,1,1,0,0,0,1977
2,2,0,0,0,0,0,1,1,0,0,0,1977
2,1,0,0,0,0,0,1,1,1,0,0,1977
2,1,0,0,0,1,1,1,1,1,0,0,1977
3,2,0,0,0,1,1,1,1,0,1,0,1977
6,2,0,0,0,1,1,1,1,0,1,1,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,0,1,1,1,0,0,1977
6,2,0,0,0,0,1,1,1,0,0,0,1977
5,2,0,0,0,0,0,0,1,0,0,0,1977
2,1,0,0,0,0,1,1,1,1,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
4,2,0,0,0,0,0,1,1,0,0,0,1977
5,1,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,0,1,1,0,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
5,1,0,0,0,0,0,1,1,0,0,0,1977
2,1,0,0,0,1,1,1,1,1,1,0,1977
2,1,0,0,0,0,0,0,1,0,0,0,1977
3,2,0,0,0,0,0,1,1,0,1,1,1977
4,1,0,0,0,0,0,0,1,0,0,0,1977
6,2,0,0,0,0,0,0,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,1,1,1,1,0,1,1,1977
5,1,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,1,1,1,1,0,0,0,1977
3,2,0,0,0,1,1,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,0,0,1,1,0,0,0,1977
4,2,0,0,0,1,1,1,1,1,1,1,1977
3,1,0,0,0,0,0,1,1,0,0,0,1977
5,2,0,0,0,0,0,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
4,2,0,0,0,1,1,1,1,0,0,0,1977
3,2,0,0,0,1,1,1,1,0,1,1,1977
3,2,0,0,0,1,1,1,1,0,0,0,1977
5,1,0,0,0,1,1,1,1,0,0,0,1977
3,1,0,0,0,0,0,0,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
3,2,0,0,0,0,1,1,1,0,0,0,1977
4,2,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,0,1,1,0,0,0,1977
5,1,0,0,0,0,0,0,1,0,0,0,1977
5,1,0,0,0,0,0,1,1,0,0,0,1977
3,2,0,0,0,0,0,1,1,0,0,0,1977
2,1,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,1,1,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,1,1,1,0,0,0,1977
3,2,0,0,0,0,1,1,1,1,0,0,1977
3,2,0,0,0,1,1,1,1,0,0,0,1977
6,2,0,0,0,0,0,1,1,0,0,0,1977
3,1,0,0,0,0,0,1,1,0,0,0,1977
5,2,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,0,1,1,0,0,0,1977
6,1,0,0,0,0,1,1,1,1,0,0,1977
5,2,0,0,0,1,1,1,1,0,1,1,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
5,2,0,0,0,0,1,1,1,0,0,0,1977
5,1,0,0,0,0,0,0,1,1,0,0,1977
2,2,0,0,0,0,0,1,1,1,0,0,1977
6,2,0,0,0,1,1,1,1,0,0,0,1977
6,1,0,0,0,1,1,1,1,0,0,0,1977
3,1,0,0,0,0,0,1,1,0,0,0,1977
5,1,0,0,0,0,0,1,1,0,0,0,1977
3,2,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,0,0,1,1,1,0,0,1977
2,1,0,0,0,1,1,1,1,1,0,0,1977
5,1,0,0,0,0,1,1,1,0,1,1,1977
6,1,0,0,0,1,1,1,1,0,0,0,1977
2,1,0,0,0,1,1,1,1,0,1,1,1977
3,1,0,0,0,0,1,1,1,0,0,0,1977
5,1,0,0,0,1,1,1,1,0,0,0,1977
2,1,0,0,0,0,1,1,1,1,0,0,1977
6,2,0,0,0,1,1,1,1,0,1,1,1977
4,1,0,0,0,0,0,1,1,0,0,0,1977
6,2,0,0,0,0,0,1,1,0,0,0,1977
6,2,0,0,0,0,1,1,1,1,0,0,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
6,2,0,0,0,0,1,1,1,0,0,0,1977
4,2,0,0,0,1,1,1,1,1,0,0,1977
2,1,0,0,0,0,0,1,1,1,0,0,1977
2,1,0,0,0,1,1,1,1,1,0,0,1977
6,1,0,0,0,0,0,1,1,0,0,0,1977
5,1,0,0,0,0,1,1,1,0,0,0,1977
4,2,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,0,0,0,1,1,0,0,1977
6,2,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
3,1,0,0,0,0,1,1,1,0,0,0,1977
5,1,0,0,0,1,1,1,1,0,0,0,1977
4,2,0,0,0,0,0,0,1,0,0,0,1977
4,1,0,0,0,0,1,1,1,1,0,0,1977
5,2,0,0,0,0,0,0,0,1,0,0,1977
3,1,0,0,0,1,1,1,1,0,0,0,1977
5,2,0,0,0,0,0,0,1,0,1,1,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
4,2,0,0,0,1,1,1,1,1,0,0,1977
6,2,0,0,0,1,1,1,1,1,0,0,1977
3,2,0,0,0,0,0,0,0,1,0,0,1977
4,2,0,0,0,0,0,0,0,0,0,0,1977
5,1,0,0,0,0,1,1,1,0,1,1,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
3,2,0,0,1,0,0,0,0,0,0,0,1977
5,1,0,0,0,0,0,1,1,1,0,0,1977
4,1,0,0,0,0,0,0,0,1,0,0,1977
6,2,0,0,0,0,0,0,1,1,0,0,1977
2,1,0,0,0,0,0,0,1,0,0,0,1977
3,2,0,0,0,0,1,1,1,0,0,0,1977
5,1,0,0,0,1,1,1,1,0,0,0,1977
3,2,0,0,0,1,1,1,1,1,0,0,1977
5,2,0,0,0,1,1,1,1,1,0,0,1977
6,1,0,0,0,1,1,1,1,0,1,1,1977
4,1,0,0,0,0,0,0,0,0,0,0,1977
6,1,0,0,0,1,1,1,1,1,0,0,1977
2,2,0,0,0,0,1,1,1,0,1,1,1977
6,2,0,0,0,0,1,1,1,0,1,1,1977
5,2,0,0,0,1,1,1,1,0,0,0,1977
3,1,0,0,0,0,1,1,1,0,0,0,1977
3,1,0,0,0,0,0,0,1,1,0,0,1977
3,2,0,0,0,0,1,1,1,1,0,0,1977
2,2,0,0,0,0,0,1,1,1,0,0,1977
4,1,0,0,0,1,1,1,1,1,0,0,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
5,2,0,0,0,0,1,1,1,0,1,1,1977
6,2,0,0,0,0,0,0,1,0,0,0,1977
2,2,0,0,0,0,0,1,1,1,0,0,1977
2,2,0,0,0,0,0,0,0,1,0,0,1977
3,2,0,0,0,0,0,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,1,0,0,1977
5,2,0,0,0,0,0,0,1,0,0,0,1977
4,2,0,0,0,0,0,0,1,0,0,0,1977
6,1,0,0,0,0,0,0,1,1,0,0,1977
4,1,0,0,0,0,1,1,1,1,0,0,1977
5,2,0,0,0,0,0,0,1,0,0,0,1977
5,1,0,0,0,0,0,0,0,0,0,0,1977
3,2,0,0,0,1,1,1,1,1,1,0,1977
6,2,0,0,0,0,1,1,1,1,1,1,1977
6,2,0,0,0,0,0,1,1,0,0,0,1977
2,2,0,0,0,1,1,1,1,0,1,1,1977
6,2,0,0,0,1,1,1,1,0,1,1,1977
3,1,0,0,0,0,1,1,1,1,0,0,1977
3,2,0,0,0,0,1,1,1,0,0,0,1977
6,2,0,0,0,1,1,1,1,0,0,0,1977
2,1,0,0,0,1,1,1,1,0,0,0,1977
3,2,0,0,0,0,0,0,0,1,0,0,1977
4,2,0,0,0,0,0,1,1,0,0,0,1977
5,2,0,0,0,0,1,1,1,0,1,1,1977
4,2,0,0,0,0,0,1,1,0,0,0,1977
4,2,0,0,0,0,0,1,1,1,0,0,1977
4,2,0,0,0,1,1,1,1,0,1,1,1977
2,1,0,0,0,0,1,1,1,1,0,0,1977
6,1,0,0,0,0,0,0,1,1,0,0,1977
3,2,0,0,0,0,1,1,1,1,0,0,1977
3,1,0,0,0,0,0,0,0,1,1,1,1977
2,1,0,0,0,1,1,1,1,0,0,0,1977
4,1,0,0,0,1,1,1,1,0,0,0,1977
4,2,0,0,0,0,0,0,0,1,0,0,1977
4,1,0,0,0,0,0,1,1,0,0,0,1977
3,2,0,0,0,0,0,0,0,0,0,0,1977
3,2,0,0,0,0,0,0,0,1,0,0,1977
3,2,0,0,0,0,0,0,0,0,0,0,1977
5,1,0,0,0,0,0,0,0,0,0,0,1977
3,2,0,0,0,0,1,1,1,1,0,0,1977
2,1,0,0,0,0,1,1,1,0,1,1,1977
6,2,0,0,0,0,0,0,0,1,0,0,1977
6,1,0,0,0,0,0,0,0,0,0,0,1977
2,1,0,0,0,0,0,0,0,1,0,0,1977
5,2,0,0,0,0,0,0,0,0,0,0,1977
3,1,0,0,0,0,0,0,1,1,0,0,1977
3,1,0,0,0,0,1,1,1,1,1,1,1977
6,1,0,0,0,1,1,1,1,0,1,1,1977
3,1,0,0,0,0,1,1,1,1,0,0,1977
6,2,0,0,0,0,0,1,1,0,0,0,1977
2,1,0,0,0,1,1,1,1,0,0,0,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,1,1,1,0,0,0,1977
4,2,0,0,0,1,1,1,1,1,0,0,1977
6,1,0,0,0,0,0,1,1,0,0,0,1977
5,1,0,0,0,0,1,1,1,1,0,0,1977
3,2,0,0,0,0,0,1,1,1,0,0,1977
5,1,0,0,0,1,1,1,1,1,1,1,1977
6,2,0,0,0,0,1,1,1,0,0,0,1977
4,2,0,0,0,0,1,1,1,0,1,1,1977
6,1,0,0,0,0,0,0,0,0,0,0,1977
5,1,0,0,0,0,0,0,0,0,0,0,1977
3,2,0,0,0,0,0,0,0,0,0,0,1977
6,2,0,0,0,0,0,1,1,1,0,0,1977
5,2,0,0,0,0,0,0,0,0,0,0,1977
2,2,0,0,0,0,0,0,0,1,0,0,1977
5,1,0,0,0,0,1,1,1,1,0,0,1977
6,1,0,0,0,0,0,1,1,1,0,0,1977
3,1,0,0,0,0,0,0,1,1,0,0,1977
4,1,0,0,0,0,0,1,1,1,0,0,1977
3,2,0,0,0,0,0,1,1,1,0,0,1977
4,1,0,0,0,1,1,1,1,1,0,0,1977
4,2,0,0,0,0,0,1,1,1,0,0,1977
3,1,0,0,0,1,1,1,1,1,0,0,1977
2,1,0,0,0,0,1,1,1,1,0,0,1977
6,1,0,0,0,0,0,0,0,0,0,0,1977
5,1,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,0,1,1,1,1,1,1,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
5,2,0,0,0,0,1,1,1,1,0,0,1977
2,1,0,0,0,0,1,1,1,1,0,0,1977
5,2,0,0,0,0,0,0,0,1,0,0,1977
3,2,0,0,0,1,1,1,1,0,0,0,1977
3,2,0,0,0,0,0,1,1,0,0,0,1977
3,1,0,0,0,0,0,0,0,0,0,0,1977
6,2,0,0,0,0,0,0,0,0,0,0,1977
5,1,0,0,0,0,0,0,0,0,0,0,1977
5,2,0,0,0,0,0,0,0,0,0,0,1977
6,1,0,0,0,0,1,1,1,1,0,0,1977
3,1,0,0,0,1,1,1,1,0,0,0,1977
5,2,0,0,0,1,1,1,1,0,0,0,1977
4,1,0,0,0,0,0,0,1,1,0,0,1977
3,2,0,0,0,1,1,1,1,1,1,1,1977
3,1,0,0,0,0,0,1,1,1,0,0,1977
2,2,0,0,0,0,0,1,1,1,1,1,1977
2,2,0,0,0,0,0,1,1,1,0,0,1977
4,2,0,0,0,0,0,1,1,1,0,0,1977
4,1,0,0,0,0,0,0,0,0,0,0,1977
2,1,0,0,0,0,0,0,0,1,0,0,1977
3,1,0,0,0,0,1,1,1,1,0,0,1977
4,2,0,0,0,0,0,1,1,0,0,0,1977
5,1,0,0,0,0,0,0,1,0,0,0,1977
5,1,0,0,0,1,1,1,1,0,0,0,1977
3,2,0,0,0,0,1,1,1,0,0,0,1977
5,2,0,0,0,0,0,0,0,0,0,0,1977
3,2,0,0,0,1,1,1,1,1,1,0,1977
4,2,0,0,0,0,0,1,1,0,1,1,1977
5,1,0,0,0,1,1,1,1,0,1,1,1977
5,2,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,1,1,1,1,0,0,0,1977
5,2,0,0,0,0,0,0,0,1,0,0,1977
4,2,0,0,0,0,0,1,1,0,0,0,1977
3,2,0,0,0,0,1,1,1,0,0,0,1977
6,2,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,1,1,1,1,1,0,0,1977
2,2,0,0,0,0,0,0,1,1,0,0,1977
5,1,0,0,0,0,0,0,1,0,0,0,1977
6,2,0,0,0,0,0,1,1,1,0,0,1977
3,1,0,0,0,0,0,1,1,1,0,0,1977
3,2,0,0,0,0,0,0,1,0,0,0,1977
6,1,0,0,0,0,0,0,1,0,0,0,1977
2,1,0,0,0,0,1,1,1,1,0,0,1977
6,2,0,0,0,0,0,0,0,0,0,0,1977
2,1,0,0,0,0,0,0,0,0,0,0,1977
5,1,0,0,0,0,1,1,1,1,1,1,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
3,2,0,0,0,0,0,0,0,1,0,0,1977
2,2,0,0,0,0,0,0,0,1,0,0,1977
4,1,0,0,0,0,1,1,1,1,0,0,1977
2,1,0,0,0,0,1,1,1,0,0,0,1977
2,1,0,0,0,0,0,1,1,0,0,0,1977
3,2,0,0,0,0,0,0,0,0,0,0,1977
4,2,0,0,0,0,0,1,1,1,0,0,1977
5,1,0,0,0,0,0,0,0,0,0,0,1977
6,2,0,0,0,1,1,1,1,0,1,1,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
6,2,1,1,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,0,0,1,1,0,0,1977
2,2,0,0,0,1,1,1,1,1,1,1,1977
5,2,0,0,0,0,1,1,1,0,0,0,1977
3,1,0,0,0,1,1,1,1,0,1,1,1977
5,2,0,0,0,1,1,1,1,1,0,0,1977
5,1,0,0,0,0,1,1,1,0,1,0,1977
2,1,0,0,0,1,1,1,1,0,1,0,1977
6,1,0,0,0,0,1,1,1,0,0,0,1977
3,1,0,0,0,1,1,1,1,1,0,0,1977
6,2,0,0,0,0,0,1,1,0,0,0,1977
5,1,0,0,0,0,0,0,1,1,0,0,1977
4,2,0,0,0,0,1,1,1,1,0,0,1977
3,2,0,0,0,0,1,1,1,1,1,0,1977
6,1,0,0,0,1,1,1,1,0,1,0,1977
4,2,0,0,0,1,1,1,1,1,1,0,1977
6,1,0,0,0,0,0,0,1,0,0,0,1977
2,1,0,0,0,1,1,1,1,1,1,1,1977
2,1,0,0,0,0,0,1,1,0,0,0,1977
6,2,0,0,0,0,0,0,1,1,0,0,1977
3,1,0,0,0,0,1,1,1,1,1,0,1977
5,2,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,0,1,1,0,0,0,1977
4,2,0,0,0,0,0,1,1,0,0,0,1977
6,1,0,0,0,0,0,1,1,0,0,0,1977
4,1,0,0,0,0,0,1,1,0,0,0,1977
6,1,0,0,0,0,0,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
6,1,0,0,0,0,0,0,0,0,0,0,1977
6,1,0,0,0,0,1,1,1,1,0,0,1977
4,2,0,0,0,1,1,1,1,1,0,0,1977
2,1,0,0,0,1,1,1,1,1,0,0,1977
4,2,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,1,1,1,0,0,0,1977
2,1,1,0,0,1,1,1,1,1,0,0,1977
3,1,0,0,0,0,0,0,0,0,0,0,1977
5,1,0,0,0,0,0,0,0,0,0,0,1977
2,1,0,0,0,0,0,0,0,0,0,0,1977
3,2,0,0,0,0,0,0,0,0,0,0,1977
6,2,0,0,0,0,1,1,1,1,0,0,1977
3,1,0,0,0,0,0,0,0,0,0,0,1977
3,1,0,0,0,0,0,0,0,1,0,0,1977
5,2,0,0,0,0,0,0,0,0,0,0,1977
2,2,0,0,0,0,1,1,1,0,0,0,1977
6,2,0,0,0,0,1,1,1,0,0,0,1977
4,1,0,0,0,0,0,0,1,0,0,0,1977
3,1,0,0,0,0,0,0,1,0,0,0,1977
6,1,0,0,0,1,1,1,1,0,1,1,1977
5,1,0,0,0,0,0,0,0,0,0,0,1977
2,1,0,0,0,0,0,0,0,1,0,0,1977
5,1,0,0,0,0,0,0,0,0,0,0,1977
2,2,0,0,0,0,0,0,0,1,0,0,1977
4,2,0,0,0,0,0,0,0,1,0,0,1977
2,1,0,0,0,0,0,0,0,0,0,0,1977
3,1,0,0,0,0,1,1,1,0,0,0,1977
6,2,0,0,0,0,0,0,0,0,0,0,1977
4,2,0,0,0,0,0,0,1,0,0,0,1977
3,1,0,0,0,0,0,0,0,1,0,0,1977
6,1,0,0,0,0,0,1,1,1,0,0,1977
3,1,0,0,0,0,0,0,0,1,0,0,1977
4,2,0,0,0,0,0,0,0,0,0,0,1977
3,2,0,0,0,0,0,0,0,0,0,0,1977
2,1,0,0,0,1,1,1,1,1,0,0,1977
5,2,0,0,0,0,0,0,1,1,0,0,1977
4,2,0,0,0,0,0,0,0,0,0,0,1977
3,1,0,0,0,0,0,0,0,0,0,0,1977
5,2,0,0,0,0,0,0,0,0,0,0,1977
5,1,0,0,0,0,0,1,1,0,0,0,1977
